2022-06-14 23:50:10,958 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-06-14 23:50:10,974 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-06-14 23:50:10,990 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2022-06-14 23:50:10,990 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2022-06-14 23:50:10,990 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2022-06-14 23:50:10,990 INFO  SwAddin.cs: 197 - Setting up callbacks
2022-06-14 23:50:10,990 INFO  SwAddin.cs: 201 - Setting up command manager
2022-06-14 23:50:10,990 INFO  SwAddin.cs: 204 - Adding command manager
2022-06-14 23:50:10,990 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2022-06-14 23:50:10,990 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2022-06-14 23:50:10,990 INFO  SwAddin.cs: 210 - Adding event handlers
2022-06-14 23:50:10,990 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2022-06-14 23:50:53,551 INFO  SwAddin.cs: 294 - Assembly export called for file URDF Assembly
2022-06-14 23:50:56,910 INFO  SwAddin.cs: 313 - Saving assembly
2022-06-14 23:50:57,128 INFO  SwAddin.cs: 316 - Opening property manager
2022-06-14 23:50:57,144 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from URDF Assembly
2022-06-14 23:50:57,144 INFO  ExportHelperExtension.cs: 1136 - Found 38 in URDF Assembly
2022-06-14 23:50:57,144 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in URDF Assembly
2022-06-14 23:50:57,144 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-06-14 23:50:57,144 INFO  ExportHelperExtension.cs: 1160 - 6 components to check
2022-06-14 23:50:57,144 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Link 3-1
2022-06-14 23:50:57,144 INFO  ExportHelperExtension.cs: 1136 - Found 30 in Link 3-1
2022-06-14 23:50:57,144 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Link 3-1
2022-06-14 23:50:57,144 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Link 2-1
2022-06-14 23:50:57,160 INFO  ExportHelperExtension.cs: 1136 - Found 31 in Link 2-1
2022-06-14 23:50:57,160 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Link 2-1
2022-06-14 23:50:57,160 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Link 4-1
2022-06-14 23:50:57,160 INFO  ExportHelperExtension.cs: 1136 - Found 34 in Link 4-1
2022-06-14 23:50:57,160 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Link 4-1
2022-06-14 23:50:57,160 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from robotics arm gripper-1
2022-06-14 23:50:57,160 INFO  ExportHelperExtension.cs: 1136 - Found 73 in robotics arm gripper-1
2022-06-14 23:50:57,160 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in robotics arm gripper-1
2022-06-14 23:50:57,160 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Link 5-1
2022-06-14 23:50:57,160 INFO  ExportHelperExtension.cs: 1136 - Found 29 in Link 5-1
